,Full_Name,Overall,Potential,Value(in_Euro),Positions_Played,Best_Position,Nationality,Age,Club_Name,Wage(in_Euro),Release_Clause,Defending_Total,Physicality_Total,Position_Category
18043,Matt Gould,52,55,0,GK,GK,New Zealand,28,Free agent,0,0,46,48,Goalkeeper
18044,Dan Davies,52,69,190000,LWB,LWB,Wales,17,Wrexham AFC,500,527000,47,58,Defense
18045,Ross Fay,52,60,170000,CM,RM,Republic of Ireland,19,St. Patrick's Athletic,500,298000,47,56,Midfield
18046,Seán McSweeney,52,54,100000,"ST,CAM",CAM,Republic of Ireland,24,Shelbourne FC,500,163000,35,52,Midfield
18047,Zac Guinan,52,70,200000,ST,ST,England,18,Cheltenham Town,600,475000,16,54,Attack
18048,Gavin Beavers,52,76,230000,GK,GK,United States,17,Real Salt Lake,500,564000,22,47,Goalkeeper
18049,Hanru Guo,52,59,140000,GK,GK,China PR,22,Hebei FC,1000,245000,29,48,Goalkeeper
18050,Matthew Connelly,52,69,180000,GK,GK,Scotland,19,Motherwell,500,428000,19,52,Goalkeeper
18051,Ahmed Longmire,52,60,170000,CB,CB,United States,22,Nashville SC,1000,289000,53,64,Defense
18052,Pawan Kumar,52,52,40000,GK,GK,India,32,SC East Bengal FC,500,54000,37,52,Goalkeeper
18053,Sebastian Banozic,52,66,160000,GK,GK,Sweden,18,BK Häcken,500,300000,26,50,Goalkeeper
18054,Cristian Maxim,52,70,200000,"RB,LB",RB,Romania,19,AFC UTA Arad,650,395000,47,58,Defense
18055,James McManus,52,70,190000,CDM,CDM,Republic of Ireland,17,Bohemian FC,500,413000,49,56,Other
18056,Till Streller,52,68,210000,"CM,CDM",CB,Germany,19,FSV Zwickau,500,436000,56,56,Defense
18057,Sahil Tavora,52,56,100000,"CDM,RM",CDM,India,26,Hyderabad FC,500,143000,49,64,Other
18058,Samba Lélé Diba,52,67,180000,"CM,CAM",CAM,Senegal,18,Servette FC,950,374000,45,64,Midfield
18059,Adan George,52,68,210000,ST,ST,England,19,Birmingham City,3000,530000,18,48,Attack
18060,Michael Edwards,52,62,170000,CB,CB,United States,21,Colorado Rapids,850,281000,52,65,Defense
18061,Abbas Al Hassan,52,73,240000,"CDM,CM",CB,Saudi Arabia,18,Al Fateh,1000,636000,50,67,Defense
18062,Sebastián Dávila,52,61,180000,RM,RM,Venezuela,22,Estudiantes de Mérida,500,423000,57,50,Midfield
18063,Asad Kasumovic,52,65,190000,ST,ST,Australia,20,Adelaide United,800,356000,18,58,Attack
18064,David Iordache,52,72,210000,CM,CB,Romania,17,Rapid București,500,494000,55,62,Defense
18065,Cillian Heaney,52,63,180000,"LM,LB",RM,Republic of Ireland,21,Sligo Rovers,500,315000,31,39,Midfield
18066,Carlos Gavilán,52,69,200000,"CAM,ST",ST,Paraguay,18,General Caballero (JLM),500,555000,36,55,Attack
18067,Jinshuai Wang,52,59,140000,GK,GK,China PR,21,Dalian Professional Football Club,800,245000,24,52,Goalkeeper
18068,Karanjit Singh,52,52,9000,GK,GK,India,36,Kerala Blasters FC,500,12000,45,50,Goalkeeper
18069,Oisin Gallagher,52,69,200000,CM,RM,Republic of Ireland,17,Lincoln City,500,475000,41,57,Midfield
18070,Fahad Al Dawsari,52,66,180000,"LB,LM",LM,Saudi Arabia,20,Ettifaq FC,3000,410000,44,57,Midfield
18071,Jake Morris,52,61,170000,"LB,CB",CB,United States,23,Columbus Crew,1000,289000,51,57,Defense
18072,Monotosh Chakladar,52,57,110000,"LB,CB",CB,India,24,Chennaiyin FC,500,157000,53,56,Defense
18073,Emiliano Brienza,52,69,210000,"CF,CAM",ST,Canada,20,Vancouver Whitecaps FC,1000,446000,19,53,Attack
18074,Turki Al Mutairi,52,61,180000,ST,ST,Saudi Arabia,21,Al Taawoun,5000,0,17,57,Attack
18075,Mohammed Al Khaibari,52,60,160000,CB,CB,Saudi Arabia,20,Al Hilal,3000,304000,51,63,Defense
18076,Christian Schmidt,52,61,180000,"ST,CAM",ST,Germany,20,SSV Jahn Regensburg,2000,315000,24,58,Attack
18077,Nasser Al Hadhood,52,61,160000,"CDM,CM",CDM,Saudi Arabia,20,Al Hilal,3000,304000,49,57,Other
18078,Yu Xing,52,56,90000,GK,GK,China PR,26,Chengdu Rongcheng F.C.,1000,146000,22,48,Goalkeeper
18079,Ross Munro,52,62,160000,GK,GK,Scotland,22,Ross County FC,750,312000,30,51,Goalkeeper
18080,Antoni Mikułko,52,73,230000,GK,GK,Poland,17,Lechia Gdańsk,500,541000,25,53,Goalkeeper
18081,Daniel Moore,52,64,160000,GK,GK,England,18,Burton Albion,500,312000,27,54,Goalkeeper
18082,Karabo Molefe,52,71,180000,GK,GK,South Africa,19,Kaizer Chiefs,500,500000,40,39,Goalkeeper
18083,Abdul Hakku,52,54,80000,"CB,RB",CB,India,27,Kerala Blasters FC,500,114000,51,64,Defense
18084,Hendry Antonay,52,59,150000,"RB,LB",RB,India,22,Odisha FC,500,233000,48,48,Defense
18085,Nasser Al Bishi,52,61,170000,"CAM,LW",CAM,Saudi Arabia,20,Al Shabab,4000,323000,34,44,Midfield
18086,Josh Johnson,52,69,200000,CM,CAM,England,17,Oxford United,500,475000,47,58,Midfield
18087,Bessam Al Hurayji,52,60,180000,CAM,CAM,Saudi Arabia,22,Al Batin,2000,333000,37,52,Midfield
18088,Alexandru Florescu,52,61,180000,ST,ST,Romania,20,Campionii FC Arges,1000,279000,19,46,Attack
18089,Juan Castilla,52,72,210000,"CM,RM",CAM,Colombia,17,Houston Dynamo,500,515000,46,45,Midfield
18090,Harvey Giles,52,59,120000,GK,GK,England,17,Harrogate Town,500,234000,25,49,Goalkeeper
18091,Denis Rența,52,66,170000,CDM,CB,Romania,18,Sepsi OSK Sf. Gheorghe,550,336000,50,58,Defense
18092,George Asomani,52,62,170000,"CDM,CM",CDM,Ghana,23,San Jose Earthquakes,1000,289000,49,47,Other
18093,Jang Woo Hong,52,62,170000,"RB,RM",RM,Korea Republic,20,Jeonbuk Hyundai Motors,1000,255000,43,47,Midfield
18094,Ben Curtis,52,67,170000,CB,CB,Republic of Ireland,18,St. Patrick's Athletic,500,370000,52,57,Defense
18095,Oliver Larraz,52,66,190000,"CM,CAM",CAM,United States,20,Colorado Rapids,950,394000,45,48,Midfield
18096,Joon Ho Lee,52,65,190000,ST,ST,Korea Republic,19,Jeonbuk Hyundai Motors,1000,366000,19,54,Attack
18097,Mohamad Rakip,52,59,150000,RB,RB,India,22,SC East Bengal FC,500,233000,45,64,Defense
18098,Charles Mutawe,52,55,100000,CB,CB,Republic of Ireland,21,Drogheda United,500,163000,55,49,Defense
18099,Shilong Xu,52,62,160000,GK,GK,China PR,21,Henan Songshan Longmen FC,900,280000,29,48,Goalkeeper
18100,Jamie Searle,52,65,170000,GK,GK,New Zealand,21,Barnsley,1000,404000,23,50,Goalkeeper
18101,Billy Brooks,52,68,200000,"CM,CAM",CAM,Republic of Ireland,18,Lincoln City,600,475000,45,48,Midfield
18102,Harry McHugh,52,67,190000,"CM,CAM",CAM,England,19,Wigan Athletic,1000,470000,40,48,Midfield
18103,Thomas Geris,52,68,210000,ST,ST,Austria,19,WSG Tirol,1000,436000,20,46,Attack
18104,Jordan Scanlon,52,62,170000,CM,CAM,England,18,Rochdale,700,332000,43,51,Midfield
18105,Gianni De Nitti,52,68,180000,GK,GK,Switzerland,19,FC Zürich,800,383000,34,52,Goalkeeper
18106,Andreas Skjold,52,69,210000,"CAM,RW",CAM,Norway,19,Strømsgodset IF,500,394000,31,40,Midfield
18107,Mohammed Al Mosabbah,52,64,180000,"CDM,CM",CAM,Saudi Arabia,20,Al Khaleej,1000,333000,49,54,Midfield
18108,Alex Nolan,52,66,190000,LM,CAM,Republic of Ireland,19,UCD AFC,500,413000,36,52,Midfield
18109,Yajun Chen,52,59,160000,CM,CAM,China PR,23,Guangzhou City,1000,280000,51,49,Midfield
18110,Zac Sapsford,52,62,170000,"ST,CAM",ST,Australia,19,Western Sydney Wanderers,1000,247000,30,46,Attack
18111,Denis Hrezdac,52,64,180000,CDM,RB,Romania,20,AFC UTA Arad,900,279000,52,57,Defense
18112,Will Lakin,52,67,160000,GK,GK,England,18,Peterborough United,500,380000,23,41,Goalkeeper
18113,Hetao Hu,52,69,190000,LWB,LWB,China PR,18,Chengdu Rongcheng F.C.,500,413000,48,54,Defense
18114,Bhaskar Roy,52,54,70000,GK,GK,India,28,Mumbai City FC,500,100000,26,44,Goalkeeper
18115,Daniel Kanu,52,72,220000,ST,ST,England,17,Charlton Athletic,500,605000,20,48,Attack
18116,Junjie Wen,52,56,100000,CB,CB,China PR,25,Meizhou Hakka,1000,163000,54,59,Defense
18117,Tyreece Campbell,52,65,180000,"RW,LW",RM,England,18,Charlton Athletic,850,428000,24,40,Midfield
18118,Min Geol Woo,52,61,170000,RB,RB,Korea Republic,22,Jeju United FC,1000,247000,49,56,Defense
18119,Sanson Pereira,52,59,150000,LB,LB,India,24,FC Goa,500,233000,47,50,Defense
18120,Leander D'Cunha,52,58,120000,"RB,CM",CB,India,24,FC Goa,500,186000,51,59,Defense
18121,Hussain Furayj,52,64,180000,CB,CB,Saudi Arabia,19,Al Khaleej,1000,333000,53,59,Defense
18122,Nongdamba Naorem,52,60,180000,LM,RM,India,22,FC Goa,500,279000,31,54,Midfield
18123,George Cowmeadow,52,63,170000,ST,ST,Wales,18,Swindon Town,1000,332000,15,45,Attack
18124,Jack Carter,52,64,170000,RWB,RWB,England,17,Forest Green Rovers,500,332000,44,46,Defense
18125,Alex Badolato,52,68,200000,"ST,CAM",ST,Australia,17,Western Sydney Wanderers,500,375000,18,50,Attack
18126,Danny Norris,52,63,170000,"LM,LB",LM,Republic of Ireland,19,UCD AFC,500,298000,38,49,Midfield
18127,Bennet Schieber,52,66,170000,CB,CB,Germany,18,SV Sandhausen,500,378000,52,59,Defense
18128,Max Delyfer,52,69,190000,"CDM,CM",CDM,England,17,Watford,500,480000,48,50,Other
18129,Sulaiman Asiri,52,62,180000,"LM,ST",CAM,Saudi Arabia,21,Abha Club,2000,333000,34,50,Midfield
18130,Will Jenkins-Davies,52,65,180000,CM,CAM,Wales,17,Plymouth Argyle,500,428000,45,51,Midfield
18131,Steven Hall,52,70,170000,GK,GK,Australia,17,Adelaide United,500,319000,24,49,Goalkeeper
18132,Pontus Kindberg,52,65,180000,"LB,CDM",LB,Sweden,19,IFK Värnamo,500,338000,48,46,Defense
18133,Jackson Hopkins,52,72,220000,"CAM,CM",CAM,United States,18,D.C. United,500,550000,39,58,Midfield
18134,Jeremy Sivi,52,69,210000,RM,RM,England,19,Middlesbrough,2000,530000,26,37,Midfield
18135,Sean Lawton,52,62,160000,LB,LB,England,18,Crewe Alexandra,550,312000,46,46,Defense
18136,Elija Wohlgemuth,52,68,180000,GK,GK,Germany,20,1. FC Kaiserslautern,950,392000,26,54,Goalkeeper
18137,Kobe Franklin,52,68,200000,RB,RB,Canada,19,Toronto FC,600,425000,47,42,Defense
18138,Yousef Fawaz,52,65,190000,RW,RW,Saudi Arabia,19,Al Batin,2000,432000,22,35,Attack
18139,Hamad Al Sayyaf,52,65,180000,CB,CB,Saudi Arabia,20,Ettifaq FC,3000,410000,52,66,Defense
18140,Min Gyu Kim,52,61,170000,CB,CB,Korea Republic,22,Pohang Steelers,950,247000,53,62,Defense
18141,Tondonba Singh,52,53,80000,LB,LB,India,27,NorthEast United FC,500,114000,47,57,Defense
18142,Jordan Amissah,52,66,170000,GK,GK,Germany,20,Sheffield United,2000,429000,23,47,Goalkeeper
18143,Henrik Molvær Melland,52,71,200000,CM,CAM,Norway,17,Aalesunds FK,500,375000,50,47,Midfield
18144,Jack Warshawsky,52,68,170000,GK,GK,Australia,17,Western Sydney Wanderers,500,319000,25,53,Goalkeeper
18145,Slavi Spasov,52,62,180000,ST,ST,Bulgaria,20,Oxford United,2000,351000,20,38,Attack
18146,Chris Hegardt,52,67,190000,CM,RM,United States,20,Charlotte FC,950,394000,41,51,Midfield
18147,Nawaf Al Rashoudi,52,62,180000,CAM,RM,Saudi Arabia,21,Al Taawoun,3000,333000,31,42,Midfield
18148,Keesean Ferdinand,52,68,190000,"RWB,CB,LWB",CB,Canada,18,Club de Foot Montréal,500,404000,51,57,Defense
18149,Saurav Mandal,52,64,200000,"RM,LM",RM,India,21,Kerala Blasters FC,500,310000,30,53,Midfield
18150,Lalchungnunga Lalchungnunga,52,62,170000,"CB,RB,LB",CB,India,21,SC East Bengal FC,500,264000,51,65,Defense
18151,Jack Moore,52,67,180000,RB,RB,England,18,Blackpool,550,446000,49,44,Defense
18152,Timm Koch,52,65,180000,CDM,CB,Germany,19,Hallescher FC,500,374000,52,51,Defense
18153,Mohammed Al Oufi,52,67,180000,LB,LB,Saudi Arabia,19,Al Adalah,2000,0,49,56,Defense
18154,Henglong Ci,52,64,170000,GK,GK,China PR,22,Changchun Yatai FC,1000,298000,30,53,Goalkeeper
18155,Abdallah Basit,52,62,180000,"CM,CDM",CM,Ghana,22,Benevento,700,324000,44,58,Midfield
18156,Marco Nasti,52,67,190000,ST,ST,Italy,18,Cosenza,500,413000,24,41,Attack
18157,Haofeng Xu,52,57,110000,"RB,CB",CB,China PR,23,Shenzhen FC,1000,179000,52,58,Defense
18158,Lei Xu,52,59,150000,CDM,CDM,China PR,22,Meizhou Hakka,1000,263000,50,56,Other
18159,Maciej Bortniczuk,52,66,190000,ST,CAM,Poland,20,Jagiellonia Białystok,1000,375000,15,50,Midfield
18160,Jae Woo Kang,52,63,180000,"ST,LM,CM",CAM,Korea Republic,22,Seongnam FC,900,261000,46,59,Midfield
18161,Ankit Mukherjee,52,55,100000,"RB,RM",RB,India,25,SC East Bengal FC,500,143000,46,61,Defense
18162,Hee Seung Kim,52,68,210000,CM,CM,Korea Republic,19,Daegu FC,750,394000,41,65,Midfield
18163,Jesús Castellano,52,71,200000,"CM,CAM",CAM,Venezuela,18,New York Red Bulls,500,425000,43,51,Midfield
18164,Isak Hagen Aalberg,52,75,240000,CB,CB,Norway,17,Kristiansund BK,500,540000,52,54,Defense
18165,Szymon Sarbinowski,52,64,180000,"CM,CAM",CAM,Poland,18,Warta Poznań,500,279000,43,57,Midfield
18166,Victor Loturi,52,63,170000,"CDM,CM",CB,Canada,21,Ross County FC,800,332000,49,53,Defense
18167,Guanxi Li,52,57,100000,GK,GK,China PR,23,Shandong Taishan,2000,168000,33,40,Goalkeeper
18168,Meshari Sanyor,52,66,170000,GK,GK,Saudi Arabia,20,Al Raed,1000,387000,30,51,Goalkeeper
18169,Cieran Slicker,52,69,180000,GK,GK,Scotland,19,Rochdale,4000,0,27,45,Goalkeeper
18170,Javier Marquez,52,72,210000,CB,CB,Venezuela,18,Estudiantes de Mérida,500,662000,54,59,Defense
18171,Gursimrat Singh,52,56,100000,CB,CB,India,25,Mumbai City FC,500,143000,51,66,Defense
18172,Harrison Sohna,52,65,180000,CDM,RM,England,20,Sunderland,2000,446000,47,54,Midfield
18173,Mark Byrne,52,63,180000,"CAM,LM,RM",CAM,Republic of Ireland,21,Sligo Rovers,500,315000,37,48,Midfield
18174,Guokang Chen,52,56,110000,RM,RM,China PR,23,Meizhou Hakka,1000,179000,30,43,Midfield
18175,Daniel Dodds,52,65,190000,"RWB,RB",RB,England,21,Middlesbrough,3000,480000,54,49,Defense
18176,Azzam Al Bishi,52,64,190000,ST,ST,Saudi Arabia,20,Al Wehda,3000,352000,21,60,Attack
18177,Ryan Duncan,52,73,250000,CAM,CAM,Scotland,18,Aberdeen,500,688000,35,44,Midfield
18178,Josh Blunkell,52,61,140000,GK,GK,England,18,Wycombe Wanderers,500,273000,44,50,Goalkeeper
18179,Felix Keidel,52,64,190000,"CM,CDM",CM,Germany,19,FC Ingolstadt 04,800,314000,45,50,Midfield
18180,Noah De Ridder,52,70,190000,"CDM,CM,CAM",CAM,Belgium,18,KAA Gent,850,404000,48,51,Midfield
18181,Abdullah Nahar Al Shammari,52,64,180000,"CDM,CM",CDM,Saudi Arabia,20,Al Tai,2000,333000,49,57,Other
18182,Damian Las,52,69,180000,GK,GK,United States,20,Austin FC,600,383000,41,51,Goalkeeper
18183,Alexandru Jipa,52,61,170000,CM,RM,Romania,20,AFC Chindia Târgoviște,750,264000,42,62,Midfield
18184,Alexandru Chilili,52,68,190000,CB,CB,Romania,19,FC Voluntari,1000,375000,53,57,Defense
18185,Sławomir Abramowicz,52,69,180000,GK,GK,Poland,18,Jagiellonia Białystok,500,356000,29,51,Goalkeeper
18186,Rhys Bozinovski,52,67,170000,"CDM,CM",CAM,Australia,17,Western United FC,500,319000,47,52,Midfield
18187,Abdullah Radif,52,68,210000,ST,ST,Saudi Arabia,19,Al Taawoun,3000,0,22,61,Attack
18188,Aske Andresen,52,73,230000,GK,GK,Denmark,16,Silkeborg IF,500,518000,30,50,Goalkeeper
18189,Adam Armour,52,68,200000,LB,LB,United States,19,Charlotte FC,600,415000,48,55,Defense
18190,Joe Zoherliana,52,57,110000,RB,RB,India,23,NorthEast United FC,500,157000,48,61,Defense
18191,Mohammed Sajid Dhot,52,59,150000,"RB,CB",CB,India,24,Chennaiyin FC,500,233000,52,65,Defense
18192,Mohammed Al Dawsari,52,58,100000,GK,GK,Saudi Arabia,22,Al Taawoun,2000,185000,29,50,Goalkeeper
18193,Stevan Stanic-Floody,52,59,150000,LM,LM,Australia,18,Drogheda United,500,263000,30,52,Midfield
18194,Chan Yong Kim,52,59,140000,GK,GK,Korea Republic,21,Suwon FC,600,203000,22,52,Goalkeeper
18195,Xuejian Zheng,52,66,200000,"CM,CDM,CAM",CM,China PR,21,Zhejiang Professional FC,1000,435000,52,63,Midfield
18196,Dongsheng Wang,52,55,100000,LB,LB,China PR,25,Zhejiang Professional FC,1000,163000,51,50,Defense
18197,Jakub Niedbała,52,66,180000,CM,CM,Poland,18,Piast Gliwice,550,356000,43,50,Midfield
18198,Lalthuammawia Ralte,52,52,50000,GK,GK,India,29,Odisha FC,500,68000,24,51,Goalkeeper
18199,Hunor Gedő,52,70,180000,GK,GK,Romania,18,Sepsi OSK Sf. Gheorghe,500,356000,25,51,Goalkeeper
18200,Yang Bai,52,55,100000,CB,CB,China PR,24,Beijing Guoan FC,2000,163000,51,62,Defense
18201,Jakub Rajczykowski,52,72,190000,GK,GK,Poland,17,Raków Częstochowa,500,447000,30,57,Goalkeeper
18202,Kaiyu Mao,52,52,50000,CB,CB,China PR,31,Changchun Yatai FC,2000,78000,52,62,Defense
18203,Karan Amin,52,52,40000,RB,RB,India,33,Odisha FC,500,54000,49,62,Defense
18204,Sebastian Anderson,52,69,200000,RB,RWB,United States,19,Colorado Rapids,600,415000,48,53,Defense
18205,Andy Breuer,52,74,250000,"CM,CF,CDM",CAM,Germany,16,1. FC Saarbrücken,500,613000,42,45,Midfield
18206,Jeong Hoon Kim,52,62,160000,GK,GK,Korea Republic,21,Sangju Sangmu FC,850,0,17,52,Goalkeeper
18207,Joe Ackroyd,52,65,190000,CM,CDM,England,19,Barnsley,1000,451000,50,57,Other
18208,Nawaf Al Saadi,52,62,180000,CAM,CAM,Saudi Arabia,21,Abha Club,2000,333000,28,37,Midfield
18209,Ted Cann,52,65,170000,GK,GK,England,21,West Bromwich Albion,2000,429000,37,46,Goalkeeper
18210,Tom Jenkins,51,63,140000,CM,CAM,England,18,Wrexham AFC,500,329000,41,53,Midfield
18211,Qilong Ruan,51,61,120000,CB,CB,China PR,21,Beijing Guoan FC,2000,210000,53,56,Defense
18212,Jiahui Liu,51,59,120000,CB,CB,China PR,21,Henan Songshan Longmen FC,1000,210000,51,64,Defense
18213,Salem Al Toiawy,51,61,130000,"RM,RB",RM,Saudi Arabia,20,Al Tai,2000,241000,47,50,Midfield
18214,Elyas Al Biladi,51,60,120000,CDM,CB,Saudi Arabia,20,Al Adalah,2000,222000,49,59,Defense
18215,Marc Lutz,51,60,120000,CB,CB,Germany,21,SV Waldhof Mannheim 07,700,198000,50,59,Defense
18216,Chris Brady,51,73,170000,GK,GK,United States,18,Chicago Fire Football Club,500,417000,29,49,Goalkeeper
18217,Caolan McLaughlin,51,59,130000,CAM,CAM,Republic of Ireland,20,Derry City,500,228000,18,42,Midfield
18218,Jaziel Orozco,51,74,180000,CB,CB,United States,18,Real Salt Lake,500,441000,50,62,Defense
18219,Faisal Al Ghamdi,51,65,130000,CDM,CAM,Saudi Arabia,20,Ettifaq FC,3000,296000,50,45,Midfield
18220,Gatlin O'Donkor,51,64,130000,ST,ST,England,17,Oxford United,500,309000,25,56,Attack
18221,Jack Arthur,51,61,110000,GK,GK,England,19,Exeter City,500,215000,34,50,Goalkeeper
18222,Beto Avila,51,63,140000,LM,CAM,United States,21,Houston Dynamo,950,231000,23,48,Midfield
18223,Dorian Ciezkowski,51,58,100000,GK,GK,Poland,21,US Cremonese,950,200000,24,47,Goalkeeper
18224,Cătălin Albu,51,66,140000,CAM,RM,Romania,18,FC U Craiova 1948,750,277000,37,50,Midfield
18225,Othman Al Othman,51,68,150000,"RW,ST",RW,Saudi Arabia,19,Al Fateh,3000,341000,19,34,Attack
18226,Hristu Sofianu,51,67,150000,CAM,CAM,Romania,18,FC U Craiova 1948,750,296000,27,46,Midfield
18227,Șerban Tomache,51,68,130000,GK,GK,Romania,18,FC Botoşani,500,257000,28,51,Goalkeeper
18228,Bogdan Filip,51,58,120000,CM,CM,Romania,22,FC Botoşani,2000,186000,45,59,Midfield
18229,Mohammed Al Abdullah,51,62,130000,"RM,CAM",CAM,Saudi Arabia,19,Al Khaleej,1000,241000,42,48,Midfield
18230,Ioan Tolea,51,66,140000,CM,CM,Romania,19,Petrolul Ploiești,700,277000,52,55,Midfield
18231,Subha Ghosh,51,64,140000,ST,ST,India,21,Kerala Blasters FC,500,277000,23,51,Attack
18232,Benjamin Faraas,51,76,180000,CM,CAM,Norway,16,Hamarkameratene,500,405000,40,40,Midfield
18233,Joe O'Shaughnessy,51,66,120000,GK,GK,Republic of Ireland,19,Bradford City,900,285000,21,51,Goalkeeper
18234,Emmanuel Ochoa,51,71,140000,GK,GK,United States,17,San Jose Earthquakes,500,350000,24,49,Goalkeeper
18235,Jashar Beluli,51,70,150000,ST,ST,Albania,18,AC Horsens,800,281000,17,36,Attack
18236,Erik Dueñas,51,74,180000,RB,RB,Mexico,17,Los Angeles FC,500,450000,44,39,Defense
18237,Igor Lucatelli,51,62,110000,GK,GK,Italy,18,Benevento,500,198000,25,46,Goalkeeper
18238,Xiangshuo Zhang,51,57,90000,"LWB,CM",CDM,China PR,21,Shijiazhuang Ever Bright F.C.,950,158000,47,57,Other
18239,Niko Tsakiris,51,74,180000,"CAM,CM",CAM,United States,17,San Jose Earthquakes,500,450000,32,48,Midfield
18240,David Toure,51,62,110000,"RWB,CM",RM,Republic of Ireland,17,Shelbourne FC,500,193000,44,57,Midfield
18241,Yong Hui Park,51,58,120000,RW,RM,Korea Republic,20,Daegu FC,1000,174000,31,54,Midfield
18242,Hui Zhang,51,58,120000,"LM,LWB",RM,China PR,21,Wuhan Three Towns,2000,210000,37,39,Midfield
18243,Lalrinliana Hnamte,51,63,140000,"LW,CM,RW",RM,India,19,ATK Mohun Bagan FC,500,217000,45,64,Midfield
18244,Yi Guo,51,51,60000,RM,RM,China PR,29,Meizhou Hakka,2000,93000,25,43,Midfield
18245,Fei Wu,51,51,30000,GK,GK,China PR,32,Wuhan Three Towns,2000,47000,18,46,Goalkeeper
18246,Anıl Demir,51,56,70000,GK,GK,Turkey,25,Ümraniyespor,2000,142000,19,44,Goalkeeper
18247,Fares Al Garzae,51,63,140000,ST,ST,Saudi Arabia,21,Al Shabab,4000,266000,23,53,Attack
18248,Nic Bollado,51,67,150000,ST,ST,England,17,Carlisle United,500,356000,22,52,Attack
18249,Yijia Li,51,56,70000,GK,GK,China PR,21,Zhejiang Professional FC,800,114000,15,51,Goalkeeper
18250,Wungngayam Muirang,51,60,120000,CB,CB,India,23,Bengaluru FC,500,186000,51,64,Defense
18251,Filip Chalupniczak,51,63,130000,GK,GK,Poland,21,Sutton United,800,254000,28,51,Goalkeeper
18252,Jiaheng Li,51,58,120000,ST,ST,China PR,21,Guangzhou FC,1000,210000,17,58,Attack
18253,Isak Vanlalruatfela,51,63,140000,"RM,LM",CAM,India,21,Odisha FC,500,217000,38,43,Midfield
18254,Rohit Kumar,51,56,80000,"CDM,CM",CB,India,25,Bengaluru FC,500,114000,47,66,Defense
18255,Shengxiong Zheng,51,56,90000,LM,LM,China PR,23,Guangzhou FC,1000,146000,31,41,Midfield
18256,Ricky Shabong,51,60,120000,"CDM,CM",CDM,India,19,ATK Mohun Bagan FC,500,186000,47,63,Other
18257,Mutlaq Al Hurayji,51,60,110000,GK,GK,Saudi Arabia,22,Al Raed,2000,204000,33,50,Goalkeeper
18258,Kylian Kouassi,51,59,130000,ST,RM,England,19,Sutton United,1000,254000,33,50,Midfield
18259,Aaron Davis,51,56,70000,GK,GK,Republic of Ireland,20,Drogheda United,500,114000,20,52,Goalkeeper
18260,Irakoze Donasiyano,51,57,90000,"CAM,ST",CAM,Tanzania,24,Nashville SC,1000,153000,33,48,Midfield
18261,Osama Al Mermish,51,64,120000,GK,GK,Saudi Arabia,18,Al Ittihad,500,279000,34,50,Goalkeeper
18262,Guoqiao Liang,51,59,130000,RB,RB,China PR,21,Hebei FC,1000,228000,49,54,Defense
18263,Richard Odada,51,60,120000,"CDM,CM",CB,Kenya,21,Philadelphia Union,850,204000,48,55,Defense
18264,Sergio Oregel,51,73,180000,CM,RM,United States,17,Chicago Fire Football Club,500,441000,34,45,Midfield
18265,Casey Walls,51,66,130000,CB,CB,United States,19,San Jose Earthquakes,600,276000,53,57,Defense
18266,Scott Lynch,51,56,80000,RB,RB,Republic of Ireland,22,Sligo Rovers,500,130000,46,50,Defense
18267,Jong Beom Baek,51,64,130000,GK,GK,Korea Republic,21,FC Seoul,650,244000,27,48,Goalkeeper
18268,Leon Kugland,51,62,130000,LB,LB,Germany,22,SV Meppen,500,215000,46,53,Defense
18269,Jamie Bramwell,51,61,110000,"CB,CDM",CB,England,18,Grimsby Town,500,215000,49,61,Defense
18270,Devid Eugene Bouah,51,63,130000,RB,RB,Italy,20,Urbs Reggina 1914,500,228000,46,53,Defense
18271,Edoardo Corvi,51,58,100000,GK,GK,Italy,21,Parma,500,180000,25,46,Goalkeeper
